product_name,product_url,product_brand,product_image_url,product_image_type,product_image_name,product_code,product_description,product_unit_price,product_currency,product_discount_percentage,product_total_orders,product_stock_quantity,product_total_ratings,product_overall_stars,category_name
BÁNH MÌ NGÀN LỚP SOCOLA,https://www.panacota.vn/products/banh-mi-ngan-lop-socola,panacota,https://product.hstatic.net/200000723779/product/img_1298_df4a9ce6f4af49399fe42aadf3b1245c_small.jpg|https://product.hstatic.net/200000723779/product/86cfc22dfc0d400494f1eb4bb64ed34a_8681106d8cbd4aa689bd72507ba3c8a4_small.jpeg|https://product.hstatic.net/200000723779/product/27758e19e28b470b83c47f1c10081a22_2b861fb7a5f944e1883c0a5c9757b306_small.jpeg|https://product.hstatic.net/200000723779/product/68a7c0df733b41fc975a1bf00c170b8b_a7ba7488f27948318383ebe070b5e9a0_small.jpeg|https://product.hstatic.net/200000723779/product/4d7bdc6cc07643da9590de11ed62201a_95ca0ac20522423eb7e5a8de698a97ae_small.jpeg|https://product.hstatic.net/200000723779/product/2f27ce4df0e9476f93cc3c93cc6e1196_5ca87c6656a240ceb15f48b0cdb52c8e_small.jpeg,1,BÁNH MÌ NGÀN LỚP SOCOLA|BÁNH MÌ NGÀN LỚP SOCOLA|BÁNH MÌ NGÀN LỚP SOCOLA|BÁNH MÌ NGÀN LỚP SOCOLA|BÁNH MÌ NGÀN LỚP SOCOLA|BÁNH MÌ NGÀN LỚP SOCOLA,PA-BR-061,"

BÁNH MÌ NGÀN LỚP SOCOLA - ĐẬM VỊ, HÀO HOA VÀ TINH TẾ NHẤT CHO ĐẾN NAY! Được làm từ những nguyên liệu chất lượng cao nhất và được chế tác tỉ mỉ để mang đến hương vị độc đáo không thể chối cãi. Dưới đây là công thức chi tiết của chúng tôi:

**Thành phần:**

- Bột mì: bột mì đa dụng
- Trứng gà: 1 quả
- Đường cát trắng: 100g
- Bơ lạt: 120g (hoặc dầu thực vật)
- Bột nở: 1/2 muỗng cà phê
- Muối: 1/4 muỗng cà phê
- Socola đen chip: 500 gam

**Hướng dẫn:**

1. Làm nóng lò nướng đến 175 độ C.
2. Đánh trứng gà với đường cát trắng cho đến khi hòa quyện hoàn toàn.
3. Trộn bột mì, bột nở và muối vào hỗn hợp ướt (đã đánh tan) rồi trộn đều bằng phới lồng hoặc máy trộn cầm tay cho đến khi mịn mượt.
4. Thêm bơ lạt đã làm mềm cùng với Socola chip bào nhuyễn vào hỗn hợp khô và tiếp tục trộn đều sau mỗi lần thêm nguyên liệu.
5. Đổ bột ra một bề mặt có phủ một lớp bột mỏng để tránh tình trạng dính cục, rồi nhào nhẹ trong khoảng 5 phút cho đến khi bột mịn màng và đàn hồi (tránh nhào quá mạnh tay vì dễ làm bánh bị chai).
6. Cán bột thành hình tròn đường kính 8-10cm bằng khuôn bánh mì hoặc dao cắt bánh quy chuyên dụng.
7. Đặt bột lên khay nướng đã lót giấy nến để tránh dính rồi dùng nĩa đâm một vài lỗ trên bề mặt mỗi chiếc bánh.
8. Nướng bánh trong lò đã làm nóng trước trong khoảng 20-25 phút, cho đến khi bánh chín vàng đều và giòn bên ngoài.
9. Để bánh nguội hoàn toàn ở nhiệt độ phòng trước khi thưởng thức cùng đồ uống yêu thích của bạn!",45000,₫,30,380,50,13,4.5,Breads & Buns
BÁNH MÌ NHO DỪA,https://www.panacota.vn/products/banh-mi-nho-dua,panacota,https://product.hstatic.net/200000723779/product/1b50de2c5feb4b37b966cd048b7f57a9_896093dd0551476b9a72b42b882d1987_small.jpg|https://product.hstatic.net/200000723779/product/img_7924_c7536b32b8434ef7a98eac3e473e1ccd_small.jpg|https://product.hstatic.net/200000723779/product/img_7923_f7a2b93f32e74a3795d0aa10460fcd87_small.jpg|https://product.hstatic.net/200000723779/product/img_7930_b8d129a075a64a69ab103ca7e61fc5a3_small.jpg|https://product.hstatic.net/200000723779/product/img_7932_2b63613322d84dbdb374e58bd5f02b34_small.jpg,1,BÁNH MÌ NHO DỪA|BÁNH MÌ NHO DỪA|BÁNH MÌ NHO DỪA|BÁNH MÌ NHO DỪA|BÁNH MÌ NHO DỪA,PA-BR-062,Bánh mì mềm kết hợp sợi dừa tươi và nho khô.,85000,₫,48,143,50,18,3.6,Breads & Buns
BÁNH MÌ SỐT PHOMAI TAN CHẢY,https://www.panacota.vn/products/banh-mi-sot-phomai-tan-chay,panacota,https://product.hstatic.net/200000723779/product/img_8951_b9402969cea14239a1196cfa95a67a6d_small.jpg|https://product.hstatic.net/200000723779/product/img_8954_6e14fe8f1f6640d694b04a931fec8147_small.jpg|https://product.hstatic.net/200000723779/product/img_8947_6cd13e9465c44d4aa39e276256d22f87_small.jpg|https://product.hstatic.net/200000723779/product/6aad12c5bf7c47d88bd5ff2c727cdf0d_cecaad9eb15846439a28e634e1c7f8c1_small.jpg,1,BÁNH MÌ SỐT PHOMAI TAN CHẢY|BÁNH MÌ SỐT PHOMAI TAN CHẢY|BÁNH MÌ SỐT PHOMAI TAN CHẢY|BÁNH MÌ SỐT PHOMAI TAN CHẢY,PA-BR-063,"𝐁𝐚́𝐧𝐡 𝐦𝐢̀ 𝐬𝐨̂́𝐭 𝐩𝐡𝐨𝐦𝐚𝐢 𝐭𝐚𝐧 𝐜𝐡𝐚̉𝐲Ổ nào ổ nấy size to đùng, 2 người ăn tha hồ luôn ạ! Bên trong nhân sốt tan chảyyy, đã lắm luôn Bánh tươi mềm thơm, phủ bên trên là sốt kem trứng và chà bông mặn ngọt, tơi xốp, đậm ngậy, thơm lừng… Bẻ ra lập tức sốt bên trong chảy ùa ra! 𝐒𝐨̂́𝐭 𝐩𝐡𝐨𝐦𝐚𝐢 tươi mới mát lịm, thơm ngậy, sóng sánh, thật mịn thật béo… Quyến rũ vô cùngggg",130000,₫,0,434,50,142,4.2,Breads & Buns
BÁNH MÌ SỐT TRỨNG MUỐI HOÀNG KIM,https://www.panacota.vn/products/banh-mi-sot-phomai-hoang-kim,panacota,https://product.hstatic.net/200000723779/product/img_8930_02b0a49f6691438aa6b29a4ddf9ccb3d_small.jpg|https://product.hstatic.net/200000723779/product/img_8946_637b50e4dd8342e5b237ca08d849a15e_small.jpg|https://product.hstatic.net/200000723779/product/img_8938_65b41056ba32434aa34210eca0ccff96_small.jpg|https://product.hstatic.net/200000723779/product/img_8936_2a9d3feca939456dbb05a2c83d6afe39_small.jpg|https://product.hstatic.net/200000723779/product/img_8934_e28b26e12b2d436995075aa44a9ed631_small.jpg|https://product.hstatic.net/200000723779/product/img_8960_71687cb054d3496cbf77ec02970f36de_small.jpg|https://product.hstatic.net/200000723779/product/c2d6887f61bf42d498621271b87823b9_3445dd458bf24ed3a4f8ab750094c273_small.jpg,1,BÁNH MÌ SỐT TRỨNG MUỐI HOÀNG KIM|BÁNH MÌ SỐT TRỨNG MUỐI HOÀNG KIM|BÁNH MÌ SỐT TRỨNG MUỐI HOÀNG KIM|BÁNH MÌ SỐT TRỨNG MUỐI HOÀNG KIM|BÁNH MÌ SỐT TRỨNG MUỐI HOÀNG KIM|BÁNH MÌ SỐT TRỨNG MUỐI HOÀNG KIM|BÁNH MÌ SỐT TRỨNG MUỐI HOÀNG KIM,PA-BR-064,"𝐁𝐚́𝐧𝐡 𝐦𝐢̀ 𝐬𝐨̂́𝐭 𝐭𝐫𝐮̛́𝐧𝐠 𝐦𝐮𝐨̂́𝐢 𝐡𝐨𝐚̀𝐧𝐠 𝐤𝐢𝐦Ổ nào ổ nấy size to đùng, 2 người ăn tha hồ luôn ạ! Bên trong nhân sốt tan chảyyy, đã lắm luôn Bánh tươi mềm thơm, phủ bên trên là sốt kem trứng và chà bông mặn ngọt, tơi xốp, đậm ngậy, thơm lừng… Bẻ ra lập tức sốt bên trong chảy ùa ra! 𝐒𝐨̂́𝐭 𝐭𝐫𝐮̛́𝐧𝐠 𝐦𝐮𝐨̂́𝐢 tươi mới, mặn mặn ngọt ngọt mát lịm, thơm ngậy, sóng sánh, thật mịn thật béo… Quyến rũ vô cùngggg",130000,₫,0,140,50,72,4.6,Breads & Buns
BÁNH MÌ XÚC XÍCH,https://www.panacota.vn/products/banh-mi-xuc-xich,panacota,https://product.hstatic.net/200000723779/product/menu_banh_gan_ten_-_6_bc07f1d6bc2a42229642fcb2c99e10ca_small.png|https://product.hstatic.net/200000723779/product/8fb2808ac42b4eb59d0bf66298cb0085_22a5339d58ad440e8ee80830f9f1fb14_small.jpg|https://product.hstatic.net/200000723779/product/340773878_1320844665139866_456522398920311664_n_13cbada5dd8445b6bb4bf8a20de2a603_small.jpeg|https://product.hstatic.net/200000723779/product/340102021_2910622825740248_2490739694751074508_n_3398bd51c90b4a5796e1327463152312_small.jpeg|https://product.hstatic.net/200000723779/product/340803597_1335284563704472_7454046290580645379_n_3df9e829e0e84595beb3ac4b7908da0b_small.jpeg,1,BÁNH MÌ XÚC XÍCH|BÁNH MÌ XÚC XÍCH|BÁNH MÌ XÚC XÍCH|BÁNH MÌ XÚC XÍCH|BÁNH MÌ XÚC XÍCH,PA-BR-065,"Vị đậm của thịt trong xúc xích quyện với vị béo ngậy của cheese sẽ nhân lên độ hấp dẫn của món bánh mặn này gấp nhiều lầnnn Ăn sáng, ăn trưa, ăn chiều, lúc nào ăn cũng được! Một bữa ăn nhẹ nhàng thôi mà vẫn đủ chất nhé ạ, vì có cả phomai và xúc xích mà.",45000,₫,0,63,50,14,4.4,Breads & Buns
CROISANT MINI CHẤM SỐT (6C),https://www.panacota.vn/products/croisant-mini-kem-sot-6c,panacota,https://product.hstatic.net/200000723779/product/4e5575db-4cfb-43ba-a854-73145db7ff0a_b2ee2f76d90142638d9fa9da393aa712_small.jpeg|https://product.hstatic.net/200000723779/product/c89270ac-b5e2-4407-b339-b7f55e5d98af_1820cb74ba284c72869e5ace2aff35f3_small.jpeg|https://product.hstatic.net/200000723779/product/img_3632_57a8b3a2b9274859b513fec7445d171d_small.jpeg|https://product.hstatic.net/200000723779/product/ed266bb5df4f4b8ea90d899fa328d6b3_59d6f8a840d14b61b6bb89d3b70962a0_small.jpg|https://product.hstatic.net/200000723779/product/img_7276_86c2b80dd6fe41959129a6580541c1c2_small.jpeg|https://product.hstatic.net/200000723779/product/img_7274_09e11005466f42c9aa98aa068512a0bd_small.jpeg|https://product.hstatic.net/200000723779/product/img_3664_04049d2705064aa5934584855f2689d6_small.jpeg|https://product.hstatic.net/200000723779/product/c60e426d-3a91-4444-b0a6-7d59e8510b42_73f9622eb37c49f79b2a2b55c4bc47a8_small.jpeg|https://product.hstatic.net/200000723779/product/6e18b56f-4ec1-4171-8c0c-0e195eb101dc_8383091b3d6a4250bd2d1b6521f7ad8e_small.png,1,CROISANT MINI CHẤM SỐT (6C)|CROISANT MINI CHẤM SỐT (6C)|CROISANT MINI CHẤM SỐT (6C)|CROISANT MINI CHẤM SỐT (6C)|CROISANT MINI CHẤM SỐT (6C)|CROISANT MINI CHẤM SỐT (6C)|CROISANT MINI CHẤM SỐT (6C)|CROISANT MINI CHẤM SỐT (6C)|CROISANT MINI CHẤM SỐT (6C),PA-BR-066,"Bánh thơm ngào bơ, giòn rụm béo ngậy hoà quyện cùng sốt cheese và sốt trứng muối sánh mịn béo mướt 1 set gồm: 6 bánh sừng bò mini + 1 hộp sốt cheese + 1 hộp sốt trứng muối",95000,₫,0,437,50,14,4.3,Breads & Buns
PATESO - PATE CHAUD,https://www.panacota.vn/products/pateso-pate-chaud,panacota,https://product.hstatic.net/200000723779/product/bd917347521849b9bb7bc74980763554_cdb0aaa76865458280c1db63d2181444_small.png|https://product.hstatic.net/200000723779/product/4679b1eaef4a484f82e865b9dd5a83e9_12a21416bcd540d0ada7c71f5701665d_small.jpeg|https://product.hstatic.net/200000723779/product/be40fdd8021e42c0b0218da0df6ebe1a_5d07fc75a7a14bf3af09f211f0f9d90f_small.jpeg|https://product.hstatic.net/200000723779/product/bb36bdf47eba4da6a3ec97cac24f2efa_595a1bd0f9f84c7280ee480baa9cbe1b_small.jpeg|https://product.hstatic.net/200000723779/product/1eee0842ff014bf6b18acca1bf02f942_f050f5072f8f4ccb9b95ad36627e8ae2_small.jpeg,1,PATESO - PATE CHAUD|PATESO - PATE CHAUD|PATESO - PATE CHAUD|PATESO - PATE CHAUD|PATESO - PATE CHAUD,PA-BR-067,"

PATESO - PATE CHAUD

Là một hương liệu đặc trưng của miền Nam California, pate chaud mang đến trải nghiệm hương vị hấp dẫn và đậm đà. Được làm từ các nguyên liệu hảo hạng như thịt bò xay được chọn lọc kỹ lưỡng kết hợp với gia vị và thảo mộc tự nhiên tạo nên món pate thơm ngon đúng điệu.

Kết cấu mềm mịn cùng độ béo ngậy của pate sẽ khiến bạn thích thú ngay khi chạm đầu lưỡi, hương thơm quyến rũ lan tỏa trong không gian mang đến cảm giác ấm áp giữa tiết trời se lạnh. Hương vị pate chaud đặc biệt hơn nhờ sự hòa quyện tinh tế với các loại gia vị và thảo mộc tự nhiên.

Không chỉ là một món ăn vặt phổ biến cho những người yêu thích hương vị pate, pate chaud còn có thể chế biến thành nhiều phiên bản khác nhau như bánh mì que, khoai tây chiên hoặc thậm chí kết hợp cùng súp để tạo nên bữa ăn ngon miệng. Sự kết hợp giữa vị béo ngậy của thịt bò và gia vị tự nhiên mang đến một sự bùng nổ hương vị tuyệt vời.

PATESO - PATE CHAUD là lựa chọn hoàn hảo cho những ai yêu thích pate nhưng không muốn chỉ thưởng thức các miếng pate thông thường. Với cam kết về chất lượng, PATESO luôn đảm bảo cung cấp sản phẩm an toàn và bổ dưỡng đến tay khách hàng.

Để biết thêm chi tiết hoặc đặt hàng sản phẩm này xin vui lòng liên hệ:",35000,₫,0,436,50,9,1.6,Breads & Buns
TART TRỨNG,https://www.panacota.vn/products/tart-trung-le,panacota,https://product.hstatic.net/200000723779/product/abaed489b39c41cf9df2e8436d743b4b_74fd346d31224a77b08fb102cb2bc1ed_small.jpg|https://product.hstatic.net/200000723779/product/b90d71ff-fb12-43d0-b389-c55cb5daf361_ad2cd95ea7d343988422d9dab88c69f1_small.png|https://product.hstatic.net/200000723779/product/0a927d95-495a-404d-9ba7-be4f86e81559_cc728c428cd04f9bb06e2368592a4121_small.png|https://product.hstatic.net/200000723779/product/f710450b-a3ec-4ce4-b6f8-aeedc667744c_52a260204f7445ad82aab4e50b536a2c_small.jpeg|https://product.hstatic.net/200000723779/product/3e5f2acf-732a-498b-9558-fbe6b34e9393_a883016995bd4a609e9d3609ad07c343_small.png|https://product.hstatic.net/200000723779/product/a9125cc53ba140c48533017fa299ca96_339b955814614e358e97081a094a6177_small.jpeg|https://product.hstatic.net/200000723779/product/654e8cece18943158539702f04374f8b_ec3b99a33a024a70a18fa6c016fc6203_small.jpeg|https://product.hstatic.net/200000723779/product/6fddf49fb0c849e1be9ee91859f94cfb_27c0575914a04ae087fd936954f93b8b_small.jpeg|https://product.hstatic.net/200000723779/product/b92932760f644919bfc2ebd473f4981b_4561e4eee27541eebc091e724bcf1334_small.jpeg,1,TART TRỨNG|TART TRỨNG|TART TRỨNG|TART TRỨNG|TART TRỨNG|TART TRỨNG|TART TRỨNG|TART TRỨNG|TART TRỨNG,PA-BR-068,"Vỏ bánh ngàn lớp, nhân kem trứng béo ngâỵ",20000,₫,0,478,50,79,3,Breads & Buns
SET HAPPY,https://www.panacota.vn/products/set-happy,panacota,https://product.hstatic.net/200000723779/product/z4432524414562_83f461f2348967a8cc6ef81824868630_6d0e7bc1d2274dce80f2d331d114f2fd_small.jpg|https://product.hstatic.net/200000723779/product/fdcfd2213c07460d8b122ad249f19e24_4a0d5d32dd38448a9aa4e118f786a0f0_small.jpg,1,SET HAPPY|SET HAPPY,PA-SE-001,Gồm 7 loại bánh nướng đặc trưng- Bánh chuối đường nâu- Su kem- Bánh con sò- Bánh financiercaramel bơ mặn- Bánh financier hạt dẻcười- Cookietrà xanh- Cookie socola hạnh nhân,250000,₫,0,253,50,17,5,Sets
SET MERRY 4 BÁNH,https://www.panacota.vn/products/hop-4-cake-box,panacota,https://product.hstatic.net/200000723779/product/img_6896_2_2c71aab7d5934d40b3a51eb57a142d05_small.jpg|https://product.hstatic.net/200000723779/product/449834137_784813887188520_5252736889595480363_n_462d285a956148d683dbe82580d9116f_small.jpeg|https://product.hstatic.net/200000723779/product/449838215_784813893855186_6365023465735890108_n_01066946b62340d38d664a267ee79c3f_small.jpeg|https://product.hstatic.net/200000723779/product/449391210_784813843855191_5946074569074390127_n_bd882c1e2558407b9c264be4d21fc874_small.jpeg|https://product.hstatic.net/200000723779/product/img_6902_2_9870f7d5d8db4ce9b311aee481893208_small.jpg|https://product.hstatic.net/200000723779/product/img_6905_2_ddc1d0e76cfd4bb088f8961ad4058e0e_small.jpg|https://product.hstatic.net/200000723779/product/img_6932_2_eaf82e156f244986889cbf538ba2655c_small.jpg|https://product.hstatic.net/200000723779/product/img_6909_2_a6c4d40d975948a7b19099ebc4606c15_small.jpg|https://product.hstatic.net/200000723779/product/img_6927_2_40d7c796d509469b862c3ea622470fc1_small.jpg|https://product.hstatic.net/200000723779/product/img_6906_2_f2aeab2c18d94aa0ba09210dc2d9be6e_small.jpg|https://product.hstatic.net/200000723779/product/img_6914_2_40759ebdb9d44b11b619180caa9e6dc6_small.jpg,1,SET MERRY 4 BÁNH|SET MERRY 4 BÁNH|SET MERRY 4 BÁNH|SET MERRY 4 BÁNH|SET MERRY 4 BÁNH|SET MERRY 4 BÁNH|SET MERRY 4 BÁNH|SET MERRY 4 BÁNH|SET MERRY 4 BÁNH|SET MERRY 4 BÁNH|SET MERRY 4 BÁNH,PA-SE-002,"𝐂𝐀𝐊𝐄 𝐁𝐎𝐗 💕✔️Những chiếc bánh ngon mang hương vị rất riêng của 𝐩𝐚𝐧𝐚𝐜𝐨𝐭𝐚...Cốt bánh bông mềm hoà quyện với từng lớp kem mịn mướt, mềm tan, mát lạnh kết hợp cùng quả mọng và những loại sốt đặc biệt thơm ngon 🥰✔️Set Bánh gồm 4 vị bánh, mời bạn chọn lựa:🍑 Tiramisu 🍑 Mousse chanh leo 🍑 Mousse hawaii 🍑 Pudding chocolate 🍑 Matcha cheesecake 🍑 Oreo cheesecake 🍑 Red velvet 🍑 Mocha🍑 Caramel bơ mặn 🍑 Phomai mứt xoài",295000,₫,0,323,50,132,4.2,Sets
SET MERRY 6 BÁNH,https://www.panacota.vn/products/hop-6-cake-box,panacota,https://product.hstatic.net/200000723779/product/img_6892_935883e82d8b46e6b3c386cb7adb4dec_small.jpg|https://product.hstatic.net/200000723779/product/449389641_784813860521856_6711858136088813286_n_6f21f73d08844acbb0e825f6cda6e0b7_small.jpeg|https://product.hstatic.net/200000723779/product/img_6891_0b0737654d2443e2a56fbdc9f3b5e0cd_small.jpg|https://product.hstatic.net/200000723779/product/img_6896_2_8dd21e89462e4f13b36c119065582612_small.jpg|https://product.hstatic.net/200000723779/product/img_6899_2_c212927a56b2437a848b08cdd3c6be40_small.jpg|https://product.hstatic.net/200000723779/product/img_6934_2_ed83d7b9e6a44d78860b5bcbc6048064_small.jpg|https://product.hstatic.net/200000723779/product/img_6930_2_baa1ad1c66904ba8b23ffe1c87b07a7d_small.jpg|https://product.hstatic.net/200000723779/product/img_6917_2_d44de135d8dd450baea844e80c299f21_small.jpg|https://product.hstatic.net/200000723779/product/img_6920_2_5f65a13b4650401c850cbb4c47a82b52_small.jpg|https://product.hstatic.net/200000723779/product/img_6919_2_8860851c5a4a462995038d5887c4f6a3_small.jpg|https://product.hstatic.net/200000723779/product/img_6914_2_84baaf3cbd2d49c6af9d8a19bf050ad7_small.jpg,1,SET MERRY 6 BÁNH|SET MERRY 6 BÁNH|SET MERRY 6 BÁNH|SET MERRY 6 BÁNH|SET MERRY 6 BÁNH|SET MERRY 6 BÁNH|SET MERRY 6 BÁNH|SET MERRY 6 BÁNH|SET MERRY 6 BÁNH|SET MERRY 6 BÁNH|SET MERRY 6 BÁNH,PA-SE-003,"𝐂𝐀𝐊𝐄 𝐁𝐎𝐗 💕✔️Những chiếc bánh ngon mang hương vị rất riêng của 𝐩𝐚𝐧𝐚𝐜𝐨𝐭𝐚...Cốt bánh bông mềm hoà quyện với từng lớp kem mịn mướt, mềm tan, mát lạnh kết hợp cùng quả mọng và những loại sốt đặc biệt thơm ngon 🥰✔️Set Bánh gồm 6 vị bánh, mời bạn chọn lựa:🍑 Tiramisu 🍑 Mousse chanh leo 🍑 Mousse hawaii 🍑 Pudding chocolate 🍑 Matcha cheesecake 🍑 Oreo cheesecake 🍑 Red velvet 🍑 Mocha🍑 Caramel bơ mặn 🍑 Phomai mứt xoài",430000,₫,0,305,50,23,2.9,Sets
SET MERRY 9 BÁNH,https://www.panacota.vn/products/hop-9-cake-box,panacota,https://product.hstatic.net/200000723779/product/img_6888_9c6f3c41ac4f47fcb8e0c84545b8ca06_small.jpeg|https://product.hstatic.net/200000723779/product/449837499_784813907188518_2305774961906002671_n_856292ae7da6468eab09718fa92f99a4_small.jpeg|https://product.hstatic.net/200000723779/product/img_6894_b1aed775c05c46b6a0f7ddf26060403c_small.jpeg|https://product.hstatic.net/200000723779/product/img_6901_2d6919f357204d9d9274c4960894016d_small.jpeg|https://product.hstatic.net/200000723779/product/img_6902_52167dc112ec46ab8975d421d32dac69_small.jpeg|https://product.hstatic.net/200000723779/product/img_6910_924c66d9ff3e41beb4cd7a2cbee64ecd_small.jpeg|https://product.hstatic.net/200000723779/product/img_6912_39d4a3f9f74f4bec84b57094caf3594e_small.jpeg|https://product.hstatic.net/200000723779/product/img_6906_290c7ce38d864b529192c6dcc975f8c6_small.jpeg,1,SET MERRY 9 BÁNH|SET MERRY 9 BÁNH|SET MERRY 9 BÁNH|SET MERRY 9 BÁNH|SET MERRY 9 BÁNH|SET MERRY 9 BÁNH|SET MERRY 9 BÁNH|SET MERRY 9 BÁNH,PA-SE-004,"𝐂𝐀𝐊𝐄 𝐁𝐎𝐗 💕✔️Những chiếc bánh ngon mang hương vị rất riêng của 𝐩𝐚𝐧𝐚𝐜𝐨𝐭𝐚...Cốt bánh bông mềm hoà quyện với từng lớp kem mịn mướt, mềm tan, mát lạnh kết hợp cùng quả mọng và những loại sốt đặc biệt thơm ngon 🥰✔️Set Bánh gồm 9 vị bánh, mời bạn chọn lựa:🍑 Tiramisu 🍑 Mousse chanh leo 🍑 Mousse hawaii 🍑 Pudding chocolate 🍑 Matcha cheesecake 🍑 Oreo cheesecake 🍑 Red velvet 🍑 Mocha🍑 Caramel bơ mặn 🍑 Phomai mứt xoài",630000,₫,0,350,50,64,3.2,Sets
SET PARTY,https://www.panacota.vn/products/set-party,panacota,https://product.hstatic.net/200000723779/product/party_78784b1499dc4e8e9b6a0d77844ecf61_small.jpg|https://product.hstatic.net/200000723779/product/649bae6cde984f1ca57c70bb29a70a44_502ab5a8f902459b9d7918a55b2d0c79_small.jpg,1,SET PARTY|SET PARTY,PA-SE-005,Gồm 10 loại bánh nướng đặc trưng:Bánh phomai dẻoBánh chuối đường nâuBánh bông lan trứng muốiBánh su kem phủ socola hạnh nhânBánh con sòBánh financier hạt dẻcườiBánh financiercaramel bơ mặnBánh cookie marbleCookietrà xanhCookie socola hạnh nhân,450000,₫,46,105,50,11,3.3,Sets
BÁNH BÔNG TUYẾT 250GR,https://www.panacota.vn/products/banh-bong-tuyet-250gr,panacota,https://product.hstatic.net/200000723779/product/img_1238_2266c68058fa4cb2b30013c05ef414b6_small.jpeg|https://product.hstatic.net/200000723779/product/img_1230_0fee2695dc2748d98a77693e7f8a0d82_small.jpeg|https://product.hstatic.net/200000723779/product/img_1227_3140abfbf3e84ad599d8b0be0f7c0ab1_small.jpeg|https://product.hstatic.net/200000723779/product/img_1221_c42fd78bf0074922a19a84ff9f39eef1_small.jpeg|https://product.hstatic.net/200000723779/product/img_1218_6dfb5701781c422b90b478e0d59c062c_small.jpeg|https://product.hstatic.net/200000723779/product/img_1212_8a37965ca0684df881b2e481e12108d8_small.jpeg,1,BÁNH BÔNG TUYẾT 250GR|BÁNH BÔNG TUYẾT 250GR|BÁNH BÔNG TUYẾT 250GR|BÁNH BÔNG TUYẾT 250GR|BÁNH BÔNG TUYẾT 250GR|BÁNH BÔNG TUYẾT 250GR,PA-SE-010,"

Bông tuyết là một món ăn nhẹ cổ điển và đầy màu sắc được cả trẻ em và người lớn yêu thích. Nó rất tốt cho sức khỏe, chứa nhiều chất xơ, canxi và vitamin. Bông tuyết có thể dễ dàng mua tại các cửa hàng tạp hóa hoặc trực tuyến.

Thành phần chính của bông tuyết là bột mì nguyên cám, tạo nên kết cấu mềm mịn nhưng không quá ẩm ướt khi ăn. Ngoài ra còn bao gồm đường tự nhiên (sucrose), nước cốt dừa béo ngậy và chiết xuất vani thơm lừng. Tất cả những thành phần này được hòa trộn với nhau để mang đến cho bạn món ăn nhẹ ngọt ngào đầy hấp dẫn.

Các hương liệu bổ sung của bông tuyết cũng không kém phần ấn tượng - những quả mọng đỏ tươi, quả anh đào chua ngọt cùng một chút bột quế sẽ tạo nên sự tương phản tuyệt vời về mặt màu sắc và hương vị. Tất cả hòa quyện lại để mang đến cho bạn món ăn nhẹ không chỉ ngon miệng mà còn rất tốt cho sức khỏe.

Bông tuyết là lựa chọn lý tưởng khi bạn muốn thưởng thức đồ ngọt nhưng vẫn đảm bảo dinh dưỡng, tiện lợi trong chế biến và thỏa mãn cơn thèm ngọt của mình. Với hương vị tự nhiên hoàn hảo cùng thành phần lành mạnh, bạn sẽ cảm thấy hài lòng với lựa chọn tuyệt vời này.",180000,₫,38,45,50,68,4.2,Season & Specialist
BÁNH BÔNG TUYẾT 500gr,https://www.panacota.vn/products/banh-bong-tuyet-500gr-1,panacota,https://product.hstatic.net/200000723779/product/img_1230_90aa146647fa432ab0a62dba6045bc5c_small.jpeg|https://product.hstatic.net/200000723779/product/img_1233_9528fb678d7b4ec284648dea86f7a94d_small.jpeg|https://product.hstatic.net/200000723779/product/img_1224_8e9dce63c25d47cbacb56c6aae0eeadf_small.jpeg|https://product.hstatic.net/200000723779/product/img_1205_3878c1174fb04f8aa5aa172a4d4dfd1f_small.jpeg|https://product.hstatic.net/200000723779/product/img_1211_6b29f6ad020147d49dfd98ce8c841224_small.jpeg,1,BÁNH BÔNG TUYẾT 500gr|BÁNH BÔNG TUYẾT 500gr|BÁNH BÔNG TUYẾT 500gr|BÁNH BÔNG TUYẾT 500gr|BÁNH BÔNG TUYẾT 500gr,PA-SE-011,"

BÁNH BÔNG TUYẾT - Một sự pha trộn hoàn hảo của hương vị và kết cấu!

Bánh bông tuyết là một loại bánh ngọt ngào, tinh tế với lớp vỏ giòn rụm và lớp kem mịn màng. Được làm từ các nguyên liệu chất lượng cao nhất, món ăn này mang đến cho bạn cảm giác thỏa mãn ngay lập tức.

Lớp vỏ được chế biến cẩn thận bằng cách sử dụng công thức độc quyền của chúng tôi, đảm bảo rằng mỗi chiếc bánh đều có độ giòn tan hoàn hảo trong khi vẫn giữ được hương vị và kết cấu. Mỗi lớp nhân là sự kết hợp hoàn hảo giữa hương vani thơm ngon với các loại hạt nướng giòn rụm.

Hãy thưởng thức chiếc bánh bông tuyết này như một món tráng miệng hoặc bữa ăn nhẹ để bạn có thể tận hưởng trọn vẹn niềm vui của mùa hè!",340000,₫,0,363,50,7,4.9,Season & Specialist
